active,component_name,component_version,created,cvssv3,cvssv3_score,cvssv4,cvssv4_score,cwe,date,defect_review_requested_by,defect_review_requested_by_id,description,duplicate,duplicate_finding,duplicate_finding_id,dynamic_finding,effort_for_fixing,epss_percentile,epss_score,false_p,file_path,finding_group,fix_available,has_finding_group,has_jira_configured,has_jira_group_issue,has_jira_issue,hash_code,id,impact,is_mitigated,kev_date,known_exploited,last_reviewed,last_reviewed_by,last_reviewed_by_id,last_status_update,line,mitigated,mitigated_by,mitigated_by_id,mitigation,nb_occurences,numerical_severity,out_of_scope,param,payload,pgh_event_models,pk,planned_remediation_date,planned_remediation_version,publish_date,ransomware_used,references,reporter,reporter_id,review_requested_by,review_requested_by_id,risk_accepted,sast_sink_object,sast_source_file_path,sast_source_line,sast_source_object,scanner_confidence,service,severity,severity_justification,sla_age,sla_age_days,sla_days_remaining,sla_deadline,sla_expiration_date,sla_start_date,sonarqube_issue,sonarqube_issue_id,static_finding,steps_to_reproduce,test,test_id,thread_id,title,under_defect_review,under_review,unique_id_from_tool,url,verified,violates_sla,vuln_id_from_tool,test,found_by,engagement_id,engagement,product_id,product,endpoints,vulnerability_ids,tags
True,socket.io,3.1.2,2025-11-13 20:42:57.206661+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,7.3,,,20,2025-11-13,,,"socket.io: Unhandled 'error' event NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 2.5.1, 4.6.2 NEWLINE  NEWLINE Socket.IO is an open source, real-time, bidirectional, event-based, communication framework. A specially crafted Socket.IO packet can trigger an uncaught exception on the Socket.IO server, thus killing the Node.js process. This issue is fixed by commit `15af22fc22` which has been included in `socket.io@4.6.2` (released in May 2023). The fix was backported in the 2.x branch as well with commit `d30630ba10`. Users are advised to upgrade. Users unable to upgrade may attach a listener for the ""error"" event to catch these errors. NEWLINE  NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/socket.io/package.json,,True,False,,False,,2540c2c09290e039815536da731166d36b1301a75bae06043cef33db9de245a1,341,fixed,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:57.206591+00:00,,,,,"2.5.1, 4.6.2",,S1,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2024-38355 NEWLINE https://github.com/socketio/socket.io NEWLINE https://github.com/socketio/socket.io/commit/15af22fc22bc6030fcead322c106f07640336115 NEWLINE https://github.com/socketio/socket.io/commit/d30630ba10562bf987f4d2b42440fc41a828119c NEWLINE https://github.com/socketio/socket.io/security/advisories/GHSA-25hc-qcg6-38wj NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2024-38355 NEWLINE https://www.cve.org/CVERecord?id=CVE-2024-38355 NEWLINE https://www.vicarius.io/vsociety/posts/unhandled-exception-in-socketio-cve-2024-38355,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,CVE-2024-38355 socket.io 3.1.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2024-38355,
True,jsonwebtoken,0.4.0,2025-11-13 20:43:00.056083+00:00,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,,,0,2025-11-13,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** jsonwebtoken unrestricted key type could lead to legacy keys usage NEWLINE **Related Vulnerability Description:** Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm. You are affected if you are using an algorithm and a key type other than a combination listed in the GitHub Security Advisory as unaffected. This issue has been fixed, please update to version 9.0.0. This version validates for asymmetric key type and algorithm combinations. Please refer to the above mentioned algorithm / key type combinations for the valid secure configuration. After updating to version 9.0.0, if you still intend to continue with signing or verifying tokens using invalid key type/algorithm value combinations, you’ll need to set the `allowInvalidAsymmetricKeyTypes` option  to `true` in the `sign()` and/or `verify()` functions. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/jsonwebtoken@0.4.0",False,,,False,,0.18525,0.00058,False,/juice-shop/node_modules/jsonwebtoken/package.json,,,False,,False,,3bd54fac91d21dd767b765f463851f70d3fc5f8bf558ba67e2c406532a9d079a,391,,False,,False,2025-11-13 20:42:58.583235+00:00,Admin User (admin),1,2025-11-13 20:43:00.055969+00:00,,,,,Upgrade to version: 9.0.0,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-8cf7-32gw-wr33 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2022-23539 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3 NEWLINE - https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-8cf7-32gw-wr33 NEWLINE - https://security.netapp.com/advisory/ntap-20240621-0007/ NEWLINE - https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3 NEWLINE - https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-8cf7-32gw-wr33 NEWLINE - https://security.netapp.com/advisory/ntap-20240621-0007/,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Anchore Grype,15,0,GHSA-8cf7-32gw-wr33 in jsonwebtoken:0.4.0,False,False,,,False,,GHSA-8cf7-32gw-wr33,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-8cf7-32gw-wr33; CVE-2022-23539,
True,base64url,0.0.6,2025-11-13 20:42:55.610844+00:00,,,,,0,2025-11-13,,,Out-of-bounds Read NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** >=3.0.0 NEWLINE  NEWLINE `base64url` allocates uninitialized Buffers when number is passed in input on Node.js 4.x and below NEWLINE ,False,,,False,,,,False,juice-shop/node_modules/base64url/package.json,,True,False,,False,,be151895c91d23d77b7d6356209b590633dac21e5af1e47b9758081ce5118e47,296,fixed,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:55.610772+00:00,,,,,>=3.0.0,,S1,False,,,,,,,,False,https://github.com/brianloveswords/base64url/pull/25 NEWLINE https://hackerone.com/reports/321687,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,NSWG-ECO-428 Base64url 0.0.6,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,NSWG-ECO-428,
True,jsonwebtoken,0.1.0,2025-11-13 20:43:00.018746+00:00,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,,,0,2025-11-13,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** jsonwebtoken unrestricted key type could lead to legacy keys usage NEWLINE **Related Vulnerability Description:** Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm. You are affected if you are using an algorithm and a key type other than a combination listed in the GitHub Security Advisory as unaffected. This issue has been fixed, please update to version 9.0.0. This version validates for asymmetric key type and algorithm combinations. Please refer to the above mentioned algorithm / key type combinations for the valid secure configuration. After updating to version 9.0.0, if you still intend to continue with signing or verifying tokens using invalid key type/algorithm value combinations, you’ll need to set the `allowInvalidAsymmetricKeyTypes` option  to `true` in the `sign()` and/or `verify()` functions. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/jsonwebtoken@0.1.0",False,,,False,,0.18525,0.00058,False,/juice-shop/node_modules/express-jwt/node_modules/jsonwebtoken/package.json,,,False,,False,,f4b13e22a9423c9079edd385f97d089591ca74e670390e8050c1269fbbf58164,390,,False,,False,2025-11-13 20:42:58.583235+00:00,Admin User (admin),1,2025-11-13 20:43:00.018676+00:00,,,,,Upgrade to version: 9.0.0,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-8cf7-32gw-wr33 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2022-23539 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3 NEWLINE - https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-8cf7-32gw-wr33 NEWLINE - https://security.netapp.com/advisory/ntap-20240621-0007/ NEWLINE - https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3 NEWLINE - https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-8cf7-32gw-wr33 NEWLINE - https://security.netapp.com/advisory/ntap-20240621-0007/,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Anchore Grype,15,0,GHSA-8cf7-32gw-wr33 in jsonwebtoken:0.1.0,False,False,,,False,,GHSA-8cf7-32gw-wr33,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-8cf7-32gw-wr33; CVE-2022-23539,
True,braces,2.3.2,2025-11-13 20:42:55.682607+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,1050,2025-11-13,,,"braces: fails to limit the number of characters it can handle NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 3.0.3 NEWLINE  NEWLINE The NPM package `braces`, versions prior to 3.0.3, fails to limit the number of characters it can handle, which could lead to Memory Exhaustion. In `lib/parse.js,` if a malicious user sends ""imbalanced braces"" as input, the parsing will enter a loop, which will cause the program to start allocating heap memory without freeing it at any moment of the loop. Eventually, the JavaScript heap limit is reached, and the program will crash. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/braces/package.json,,True,False,,False,,568df38b03dd302ca712ae63e22d3ae68d4f6547f7304d6347552b380e39ec58,298,fixed,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:55.682531+00:00,,,,,3.0.3,,S1,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2024-4068 NEWLINE https://devhub.checkmarx.com/cve-details/CVE-2024-4068 NEWLINE https://devhub.checkmarx.com/cve-details/CVE-2024-4068/ NEWLINE https://github.com/micromatch/braces NEWLINE https://github.com/micromatch/braces/blob/98414f9f1fabe021736e26836d8306d5de747e0d/lib/parse.js#L308 NEWLINE https://github.com/micromatch/braces/commit/415d660c3002d1ab7e63dbf490c9851da80596ff NEWLINE https://github.com/micromatch/braces/issues/35 NEWLINE https://github.com/micromatch/braces/pull/37 NEWLINE https://github.com/micromatch/braces/pull/40 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2024-4068 NEWLINE https://www.cve.org/CVERecord?id=CVE-2024-4068,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,CVE-2024-4068 Braces 2.3.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2024-4068,
True,sanitize-html,1.4.2,2025-11-13 20:42:56.940373+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,1333,2025-11-13,,,sanitize-html: insecure global regular expression replacement logic may lead to ReDoS NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 2.7.1 NEWLINE  NEWLINE The package sanitize-html before 2.7.1 are vulnerable to Regular Expression Denial of Service (ReDoS) due to insecure global regular expression replacement logic of HTML comment removal. NEWLINE ,False,,,False,,,,False,juice-shop/node_modules/sanitize-html/package.json,,True,False,,False,,5336cfa12cf3900d3fb926e6a85d22a47c2bc12db14156286dbfe08c9a3b5e82,333,fixed,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:56.940270+00:00,,,,,2.7.1,,S1,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2022-25887 NEWLINE https://github.com/apostrophecms/sanitize-html/commit/b4682c12fd30e12e82fa2d9b766de91d7d2cd23c NEWLINE https://github.com/apostrophecms/sanitize-html/pull/557 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2022-25887 NEWLINE https://security.snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-3008102 NEWLINE https://security.snyk.io/vuln/SNYK-JS-SANITIZEHTML-2957526 NEWLINE https://ubuntu.com/security/notices/USN-7464-1 NEWLINE https://www.cve.org/CVERecord?id=CVE-2022-25887,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,CVE-2022-25887 Sanitize-HTML 1.4.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2022-25887,
True,multer,1.4.5-lts.2,2025-11-13 19:58:02.677325+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,248,2025-11-13,,,"Multer vulnerable to Denial of Service from maliciously crafted requests NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 2.0.0 NEWLINE  NEWLINE Multer is a node.js middleware for handling `multipart/form-data`. A vulnerability that is present starting in version 1.4.4-lts.1 and prior to version 2.0.0 allows an attacker to trigger a Denial of Service (DoS) by sending a malformed multi-part upload request. This request causes an unhandled exception, leading to a crash of the process. Users should upgrade to version 2.0.0 to receive a patch. No known workarounds are available. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/multer/package.json,,True,False,,False,,d54a393560504cbe27d8c6511ce8e775584da954e8e529f7c193cdc23ade5220,50,fixed,False,,False,2025-11-13 19:58:00.549122+00:00,Admin User (admin),1,2025-11-13 19:58:02.677255+00:00,,,,,2.0.0,,S1,False,,,,,,,,False,https://github.com/expressjs/multer NEWLINE https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665 NEWLINE https://github.com/expressjs/multer/issues/1176 NEWLINE https://github.com/expressjs/multer/security/advisories/GHSA-4pg4-qvpc-4q3h NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2025-47944,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,3,0,CVE-2025-47944 Multer 1.4.5-lts.2,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2025-47944,
True,express-jwt,0.1.3,2025-11-13 20:42:55.830673+00:00,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:H/I:H/A:N,7.7,,,285,2025-11-13,,,"Authorization bypass in express-jwt NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 6.0.0 NEWLINE  NEWLINE In express-jwt (NPM package) up and including version 5.3.3, the algorithms entry to be specified in the configuration is not being enforced. When algorithms is not specified in the configuration, with the combination of jwks-rsa, it may lead to authorization bypass. You are affected by this vulnerability if all of the following conditions apply: - You are using express-jwt - You do not have **algorithms** configured in your express-jwt configuration. - You are using libraries such as jwks-rsa as the **secret**. You can fix this by specifying **algorithms** in the express-jwt configuration. See linked GHSA for example. This is also fixed in version 6.0.0. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/express-jwt/package.json,,True,False,,False,,4dcd0b3c67f7504e208fa2d06bcb0f2135df3d457030cb041e4b0b4323d3c292,302,fixed,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:55.830599+00:00,,,,,6.0.0,,S1,False,,,,,,,,False,https://github.com/auth0/express-jwt/commit/7ecab5f8f0cab5297c2b863596566eb0c019cdef NEWLINE https://github.com/auth0/express-jwt/security/advisories/GHSA-6g6m-m6h5-w9gf NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2020-15084,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,CVE-2020-15084 Express-JWT 0.1.3,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2020-15084,
True,libssl3,3.0.17-1~deb12u2,2025-11-13 19:58:05.962871+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2025-11-13,,,"**Vulnerability Namespace:** debian:distro:debian:12 NEWLINE **Vulnerability Description:** Issue summary: An application trying to decrypt CMS messages encrypted using password based encryption can trigger an out-of-bounds read and write.  Impact summary: This out-of-bounds read may trigger a crash which leads to Denial of Service for an application. The out-of-bounds write can cause a memory corruption which can have various consequences including a Denial of Service or Execution of attacker-supplied code.  Although the consequences of a successful exploit of this vulnerability could be severe, the probability that the attacker would be able to perform it is low. Besides, password based (PWRI) encryption support in CMS messages is very rarely used. For that reason the issue was assessed as Moderate severity according to our Security Policy.  The FIPS modules in 3.5, 3.4, 3.3, 3.2, 3.1 and 3.0 are not affected by this issue, as the CMS implementation is outside the OpenSSL FIPS module boundary. NEWLINE **Related Vulnerability Description:** Issue summary: An application trying to decrypt CMS messages encrypted using NEWLINE password based encryption can trigger an out-of-bounds read and write. NEWLINE  NEWLINE Impact summary: This out-of-bounds read may trigger a crash which leads to NEWLINE Denial of Service for an application. The out-of-bounds write can cause NEWLINE a memory corruption which can have various consequences including NEWLINE a Denial of Service or Execution of attacker-supplied code. NEWLINE  NEWLINE Although the consequences of a successful exploit of this vulnerability NEWLINE could be severe, the probability that the attacker would be able to NEWLINE perform it is low. Besides, password based (PWRI) encryption support in CMS NEWLINE messages is very rarely used. For that reason the issue was assessed as NEWLINE Moderate severity according to our Security Policy. NEWLINE  NEWLINE The FIPS modules in 3.5, 3.4, 3.3, 3.2, 3.1 and 3.0 are not affected by this NEWLINE issue, as the CMS implementation is outside the OpenSSL FIPS module NEWLINE boundary. NEWLINE **Matcher:** dpkg-matcher NEWLINE **Package URL:** pkg:deb/debian/libssl3@3.0.17-1~deb12u2?arch=amd64&distro=debian-12&upstream=openssl",False,,,False,,0.04673,0.00022,False,/var/lib/dpkg/status.d/libssl3,,,False,,False,,f4cb2fddbd9d2fc604794fd241d7dbb67e76d6847c860cb3b2c0c71a8a494918,123,,False,,False,2025-11-13 19:58:03.910521+00:00,Admin User (admin),1,2025-11-13 19:58:05.962799+00:00,,,,,Upgrade to version: 3.0.17-1~deb12u3,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://security-tracker.debian.org/tracker/CVE-2025-9230 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2025-9230 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/openssl/openssl/commit/5965ea5dd6960f36d8b7f74f8eac67a8eb8f2b45 NEWLINE - https://github.com/openssl/openssl/commit/9e91358f365dee6c446dcdcdb01c04d2743fd280 NEWLINE - https://github.com/openssl/openssl/commit/a79c4ce559c6a3a8fd4109e9f33c1185d5bf2def NEWLINE - https://github.com/openssl/openssl/commit/b5282d677551afda7d20e9c00e09561b547b2dfd NEWLINE - https://github.com/openssl/openssl/commit/bae259a211ada6315dc50900686daaaaaa55f482 NEWLINE - https://github.openssl.org/openssl/extended-releases/commit/c2b96348bfa662f25f4fabf81958ae822063dae3 NEWLINE - https://github.openssl.org/openssl/extended-releases/commit/dfbaf161d8dafc1132dd88cd48ad990ed9b4c8ba NEWLINE - https://openssl-library.org/news/secadv/20250930.txt,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Anchore Grype,5,0,CVE-2025-9230 in libssl3:3.0.17-1~deb12u2,False,False,,,False,,CVE-2025-9230,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,CVE-2025-9230,
True,http-cache-semantics,3.8.1,2025-11-13 20:42:55.909735+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,1333,2025-11-13,,,"http-cache-semantics: Regular Expression Denial of Service (ReDoS) vulnerability NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 4.1.1 NEWLINE  NEWLINE This affects versions of the package http-cache-semantics before 4.1.1. The issue can be exploited via malicious request header values sent to a server, when that server reads the cache policy from the request using this library. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/http-cache-semantics/package.json,,True,False,,False,,571fd4fc46d4f69792e2fc2b1ef536fa0c2b102b3c55018951bb7e234935d0c7,304,fixed,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:55.909648+00:00,,,,,4.1.1,,S1,False,,,,,,,,False,https://access.redhat.com/errata/RHSA-2023:2655 NEWLINE https://access.redhat.com/security/cve/CVE-2022-25881 NEWLINE https://bugzilla.redhat.com/2165824 NEWLINE https://bugzilla.redhat.com/2168631 NEWLINE https://bugzilla.redhat.com/2171935 NEWLINE https://bugzilla.redhat.com/2172190 NEWLINE https://bugzilla.redhat.com/2172204 NEWLINE https://bugzilla.redhat.com/2172217 NEWLINE https://bugzilla.redhat.com/show_bug.cgi?id=2165824 NEWLINE https://bugzilla.redhat.com/show_bug.cgi?id=2168631 NEWLINE https://bugzilla.redhat.com/show_bug.cgi?id=2171935 NEWLINE https://bugzilla.redhat.com/show_bug.cgi?id=2172190 NEWLINE https://bugzilla.redhat.com/show_bug.cgi?id=2172204 NEWLINE https://bugzilla.redhat.com/show_bug.cgi?id=2172217 NEWLINE https://bugzilla.redhat.com/show_bug.cgi?id=2178076 NEWLINE https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-25881 NEWLINE https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4904 NEWLINE https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-23918 NEWLINE https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-23920 NEWLINE https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-23936 NEWLINE https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-24807 NEWLINE https://errata.almalinux.org/9/ALSA-2023-2655.html NEWLINE https://errata.rockylinux.org/RLSA-2023:2655 NEWLINE https://github.com/kornelski/http-cache-semantics NEWLINE https://github.com/kornelski/http-cache-semantics/blob/master/index.js%23L83 NEWLINE https://github.com/kornelski/http-cache-semantics/commit/560b2d8ef452bbba20ffed69dc155d63ac757b74 NEWLINE https://linux.oracle.com/cve/CVE-2022-25881.html NEWLINE https://linux.oracle.com/errata/ELSA-2023-2655.html NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2022-25881 NEWLINE https://security.netapp.com/advisory/ntap-20230622-0008 NEWLINE https://security.netapp.com/advisory/ntap-20230622-0008/ NEWLINE https://security.snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-3253332 NEWLINE https://security.snyk.io/vuln/SNYK-JS-HTTPCACHESEMANTICS-3248783 NEWLINE https://www.cve.org/CVERecord?id=CVE-2022-25881,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,CVE-2022-25881 HTTP-Cache-Semantics 3.8.1,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2022-25881,
True,ip,2.0.1,2025-11-13 20:42:55.948182+00:00,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,,,918,2025-11-13,,,"node-ip: Incomplete fix for CVE-2023-42282 NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:**  NEWLINE  NEWLINE The ip package through 2.0.1 for Node.js might allow SSRF because some IP addresses (such as 127.1, 01200034567, 012.1.2.3, 000:0:0000::01, and ::fFFf:127.0.0.1) are improperly categorized as globally routable via isPublic. NOTE: this issue exists because of an incomplete fix for CVE-2023-42282. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/ip/package.json,,False,False,,False,,095bbcab1d8ca926b2c9546a5fb3445d4381be03eb8f1f07dd0c96ccab7a9357,305,affected,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:55.948071+00:00,,,,,,,S1,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2024-29415 NEWLINE https://cosmosofcyberspace.github.io/npm_ip_cve/npm_ip_cve.html NEWLINE https://github.com/indutny/node-ip NEWLINE https://github.com/indutny/node-ip/issues/150 NEWLINE https://github.com/indutny/node-ip/pull/143 NEWLINE https://github.com/indutny/node-ip/pull/144 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2024-29415 NEWLINE https://security.netapp.com/advisory/ntap-20250117-0010 NEWLINE https://security.netapp.com/advisory/ntap-20250117-0010/ NEWLINE https://www.cve.org/CVERecord?id=CVE-2024-29415,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,CVE-2024-29415 Ip 2.0.1,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2024-29415,
True,jsonwebtoken,0.1.0,2025-11-13 20:42:56.022501+00:00,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,,,327,2025-11-13,,,"jsonwebtoken: Unrestricted key type could lead to legacy keys usagen NEWLINE **Target:** Node.js NEWLINE **Type:** node-pkg NEWLINE **Fixed version:** 9.0.0 NEWLINE  NEWLINE Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm. You are affected if you are using an algorithm and a key type other than a combination listed in the GitHub Security Advisory as unaffected. This issue has been fixed, please update to version 9.0.0. This version validates for asymmetric key type and algorithm combinations. Please refer to the above mentioned algorithm / key type combinations for the valid secure configuration. After updating to version 9.0.0, if you still intend to continue with signing or verifying tokens using invalid key type/algorithm value combinations, you’ll need to set the `allowInvalidAsymmetricKeyTypes` option  to `true` in the `sign()` and/or `verify()` functions. NEWLINE ",False,,,False,,,,False,juice-shop/node_modules/express-jwt/node_modules/jsonwebtoken/package.json,,True,False,,False,,6f3dfc185629e8776a771b457a4512c2368ac2ffd1ac30190e791b23ed9a0968,307,fixed,False,,False,2025-11-13 20:42:54.704088+00:00,Admin User (admin),1,2025-11-13 20:42:56.022420+00:00,,,,,9.0.0,,S1,False,,,,,,,,False,https://access.redhat.com/security/cve/CVE-2022-23539 NEWLINE https://github.com/auth0/node-jsonwebtoken NEWLINE https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3 NEWLINE https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-8cf7-32gw-wr33 NEWLINE https://nvd.nist.gov/vuln/detail/CVE-2022-23539 NEWLINE https://security.netapp.com/advisory/ntap-20240621-0007 NEWLINE https://security.netapp.com/advisory/ntap-20240621-0007/ NEWLINE https://www.cve.org/CVERecord?id=CVE-2022-23539,Admin User (admin),1,,,False,,,,,,,High,,1,30,29,2025-12-13,2025-12-13,,,,True,,Trivy Scan,13,0,CVE-2022-23539 Jsonwebtoken 0.1.0,False,False,,,True,,,,Trivy Scan,1,Labs Security Testing,1,Juice Shop,,CVE-2022-23539,
